CountryCode,question_label,target_group,employment,answer,percentage
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Otherwise not working,Always,3
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Otherwise not working,Always,3
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Otherwise not working,Always,3
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Otherwise not working,Always,3
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Otherwise not working,Always,4
Greece,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Otherwise not working,Always,4
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Otherwise not working,Dont know,4
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Otherwise not working,Always,5
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Otherwise not working,Often,5
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Otherwise not working,Always,5
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Otherwise not working,Often,6
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Otherwise not working,Always,6
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Otherwise not working,Always,6
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Otherwise not working,Always,8
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Otherwise not working,Always,8
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Otherwise not working,Never,8
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Otherwise not working,Always,9
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Otherwise not working,Often,9
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Otherwise not working,Always,9
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Otherwise not working,Often,9
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Otherwise not working,Always,9
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Otherwise not working,Always,9
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Otherwise not working,Often,10
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Otherwise not working,Often,10
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Otherwise not working,Always,10
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Otherwise not working,Often,10
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Otherwise not working,Always,10
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Otherwise not working,Always,11
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Otherwise not working,Often,11
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Otherwise not working,Always,11
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Otherwise not working,Always,12
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Otherwise not working,Often,12
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Otherwise not working,Always,12
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Otherwise not working,Always,12
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Otherwise not working,Often,13
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Otherwise not working,Rarely,13
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Otherwise not working,Always,13
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Otherwise not working,Always,13
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Otherwise not working,Often,13
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Otherwise not working,Always,13
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Otherwise not working,Always,14
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Otherwise not working,Always,14
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Otherwise not working,Often,14
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Otherwise not working,Often,14
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Otherwise not working,Often,15
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Otherwise not working,Never,15
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Otherwise not working,Always,15
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Otherwise not working,Rarely,15
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Otherwise not working,Often,15
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Otherwise not working,Rarely,15
